data.fullpath,data.thirdpartydataproviderid,data.Relevance,data.BidFactor,data.eCPM,data.eSpend,data.audiencesize
Hobbies & Interests > Sports Interests > Ultimate Fighting Championship(UFC),targus,14.25,3.66,2.58,14,0
In-Market > Travel,bluekai,14.05,3.64,3.49,370,26231400
Entertainment & Lifestyle > Sport > Outdoor,visualdna,13.98,3.64,10.11,90,0
Audience - Interests > Electronics > High Confidence,DataAlliance,13.92,3.63,2.07,135,0
interests > weather > national weather > extreme,DataAlliance,13.92,3.63,2.04,83,0
UK Experian > Mosaic New > Type > C10 Wealthy Landowners,eyeota,13.9,3.63,6.01,46,0
interests > online games > extreme,DataAlliance,13.88,3.63,2.52,871,0
Audience - Interests > Business > Business Services > Confident,DataAlliance,13.7,3.62,2.59,151,0
Interest > Business & Finance > Finance & Investing > Personal Savings & Investments > Retirement Savings,bluekai,13.61,3.61,3.45,83,10600
UK Experian > Mosaic New > Type > B05 Premium Fortunes,eyeota,13.56,3.61,6.05,39,0
In-Market > Travel > Hotels & Lodging  > Locations > United States,bluekai,13.56,3.61,2.94,21,6825400
Finance > Interest > Insurance > Travel Insurance,visualdna,13.51,3.6,10.21,44,0
Oracle Country-Specific Audiences > United Kingdom > Consumer Technology > Interest,bluekai,13.47,3.6,4.63,83,0
singapore > news,lotame,13.43,3.6,0.57,81,0
Demographics > Age Range > 45-49,targus,13.37,3.59,4.57,243,0
Branded Data > Audiences by Ziff Davis > Technology > Mobile > Unlocked Phones,bluekai,13.33,3.59,6.57,76,774080
Retail > Retail - Department Stores > Retail - Department Stores - Nordstrom > Retail - Department Stores - Nordstrom - Heavy Credit/Debit Buyer,exelate,13.28,3.59,1.03,13,0
ownership > cell phones > strong affinity,DataAlliance,13.15,3.58,1.98,75,0
Business to Business (B2B) > Functional Area > Medical/Health,lotame,13.12,3.57,4.32,38,0
Finance > Interest > Loans,visualdna,13.01,3.57,2.18,14,0
B2B > Industries & Occupations > Computer & Mathematical,bluekai,12.98,3.56,5.63,242,124647800
Audience - Culture > Jewish > Confident,DataAlliance,12.85,3.55,1.58,24,0
interests > health & fitness > bodybuilding > affinity,DataAlliance,12.83,3.55,3.08,23,0
"B2B > Sales Volume > $500,000,000+",bluekai,12.82,3.55,1.36,17,48843400
interests > finance > investments & stocks > affinity,DataAlliance,12.73,3.54,1.05,27,0
Lotame_OCR Optimized > Age > 21-34_F_HIGH OT,lotame,12.72,3.54,8.69,138,0
Food & Drink > Beverages > Juice,visualdna,12.71,3.54,3.7,98,0
Demographic > Career > Career - Entry,exelate,12.63,3.54,2.85,9,1
Branded Data > Datalogix UK > DLX Lifestyles > Mums,bluekai,12.59,3.53,3.65,17,0
Interest > Business & Finance > Finance & Investing > Credit Products & Services > Credit Cards,bluekai,12.51,3.53,4.28,283,383626600
Oracle Country-Specific Audiences > United Kingdom > Consumer Technology > Ownership > Computers > Windows,bluekai,12.48,3.52,4.57,85,0
Branded Data > Infogroup > Business & Professional > Occupation > Professional License > Registered Nurse,bluekai,12.46,3.52,5.1,83,3932800
Location > Country > United Kingdom,visualdna,12.44,3.52,2.41,162,0
singapore > music,lotame,12.4,3.52,3.8,127,0
Business to Business (B2B) > Industry > Government,lotame,12.39,3.52,5.63,100,0
Branded Data > SG Experian > Sociodemographic > Lifestyle > High Net Worth,eyeota,12.37,3.52,6.06,52,0
Oracle Country-Specific Audiences > United Kingdom > Consumer Technology > Ownership > Computers,bluekai,12.32,3.51,4.57,89,0
Branded Data > TruSignal > Auto > Near Market > Models > Mercedes Benz > E Class,bluekai,12.23,3.5,8.14,218,12238400
US > jobs & education > education,sharethis,12.23,3.5,4.25,17,0
Oracle Country-Specific Audiences > United Kingdom > Media & Entertainment > Sports > Sports Fans,bluekai,12.18,3.5,4.55,50,0
Audience - Interests > Sports > Winter Sports > Confident,DataAlliance,12.18,3.5,2.39,9,0
Interest > Business & Finance > Construction,bluekai,12.17,3.5,3.05,38,25073200
Location > Location Type > All Countries,visualdna,12.14,3.5,4.34,58,0
Location > Geographic Region > Europe,visualdna,12.12,3.49,4.35,59,0
US > Premium > Travel > Air Travel > Airline Brands Domestic,addthis,12.08,3.49,2.07,20,0
US > Premium > Retail >  Pets >  Dog Breeds,addthis,11.99,3.48,4.58,110,0
UK > Reach > Lifestyles > Foodies,addthis,11.89,3.48,4.53,33,0
Interest > Seasonal > Winter Seasonal - Valentine's Day,exelate,11.88,3.47,2.26,37,1
B2B Predictive Signals > Healthcare > Medical Research,bluekai,11.82,3.47,2.58,15,3753400
australia > finance,lotame,11.69,3.46,3.75,136,0
Branded Data > Clearspring > In-Market > Education > Degrees > Bachelors,bluekai,11.64,3.45,7.93,46,672000
interests > education > college > extreme,DataAlliance,11.63,3.45,2.53,25,0
Location > Country > United Kingdom,visualdna,11.6,3.45,4.36,61,0
purchase intent > diet & weight loss > extreme,DataAlliance,11.58,3.45,3.83,29,0
Branded Data > IXI > Consumer Markets > Auto > Import Luxury Vehicle Owners,bluekai,11.53,3.44,10.02,92,119078600
US > Premium > Political >  Issues >  Foreign Policy,addthis,11.51,3.44,4.05,17,0
International Segments > Asia Pacific > Singapore > Shoppers Cosmetics Luxury,lotame,11.49,3.44,7.74,52,0
Germany > Reach > Lifestyles > Online Buyers,addthis,11.49,3.44,1.31,9,0
Global > Install Data > Data Center Solutions > IT Infrastructure and Operations Management,eyeota,11.47,3.44,6.03,76,0
singapore > computers and technology,lotame,11.43,3.44,0.75,141,0
Custom Segments > AddThis_PUR (environmentally conscious)_custom_Mediavest_TTD_2016,addthis,11.41,3.43,10.92,202,0
Nielsen TV > Genre > Comedy Shows - Light Viewers,exelate,11.4,3.43,7.87,27,0
interests > autos > luxury cars > extreme,DataAlliance,11.4,3.43,1.76,6,0
In-Market > Travel > Air Travel  > Destination Locations > International > Europe > United Kingdom > England,bluekai,11.29,3.42,6.36,32,272200
Global > B2B Demo > Company Size > XLarge (5000 - 10000 Employees),eyeota,11.28,3.42,5.39,124,0
Audience - Lifestyle > Family & Relationships > Confident,DataAlliance,11.27,3.42,2.13,36,0
purchase intent > finance > financial planning > strong affinity,DataAlliance,11.2,3.42,2.41,97,0
Oracle Country-Specific Audiences > United Kingdom > Consumer Technology > Ownership,bluekai,11.16,3.41,4.63,100,0
US > Premium > Travel > Cruise > Cruise Brands,addthis,11.12,3.41,1.69,110,0
Demographic > Career > Career - Accounting and Finance,exelate,11.06,3.4,2.65,30,1
Singapore CBD Area_IPs,DataAlliance,11.04,3.4,1.82,371,1
International Segments > Asia Pacific > Singapore > Shoppers Womens Clothing Luxury,lotame,11.04,3.4,7.62,60,0
US > Premium > Seasonal and Holiday > The Oscars,addthis,11.04,3.4,0.96,4,0
Branded Data > Datalogix UK > DLX Demographics > Age group > 45-49,bluekai,11.01,3.4,4.97,22,0
NCS > Food and Beverage > Beer And Malt Based Beverages Category > Coors Brands,neustar_pro,11.01,3.4,5.18,18,0
lifestyle > upscale > strong affinity,DataAlliance,10.95,3.39,3.5,83,0
Demographic > Career,exelate,10.85,3.38,2.01,14,1
Audience - Interests > Business > Small Business > High Confidence,DataAlliance,10.81,3.38,5.05,229,0
Television > Viewership > Shows > BBC > Orphan Black,bluekai,10.8,3.38,2.9,10,5059800
Business to Business (B2B) > Industry > Telecommunications,lotame,10.79,3.38,4.22,53,0
interests > health > extreme,DataAlliance,10.77,3.38,6.35,363,0
UK Experian > Social Grade > A,eyeota,10.74,3.37,6.1,273,0
Global > B2B Predictive Signals > Human Resources > Policy and Culture,eyeota,10.72,3.37,2.3,12,0
Branded Data > Edmunds > Makes & Models > Toyota > Prius,bluekai,10.68,3.37,3.63,26,0
US > Premium > Health > Health and Beauty,addthis,10.66,3.37,5.84,110,0
US > Premium > Social > Social Networks > LinkedIn,addthis,10.66,3.37,2.26,24,0
Oracle Country-Specific Audiences > United Kingdom > Media & Entertainment,bluekai,10.62,3.36,4.64,101,0
Demographics > Education > Vocational,visualdna,10.61,3.36,2.07,15,0
Nielsen Buyer Insights > Fast Food > Starbucks - Heavy Buyers,exelate,10.58,3.36,3.92,14,0
Audience - Interests > Health > Mens Health > Extreme Confidence,DataAlliance,10.54,3.36,2.71,72,0
Global > B2B Predictive Signals > Manufacturing > Plant Management,eyeota,10.51,3.35,2.98,35,0
International Segments > Asia Pacific > Singapore > Online Shoppers Luxury,lotame,10.46,3.35,7.68,63,0
UK Experian > Mosaic New > Group > A City Prosperity,eyeota,10.45,3.35,6.14,141,0
Location > Geographic Region > Southeast Asia,visualdna,10.41,3.34,1.66,21,0
AudiencePredictor > 701_DPMP_DPO_Dr.-Fix-It_1002812 | i1gcxu1 > High Value User Lookalike > 10001,ttdeskpat,10.4,3.34,0.7,9,0
Hobbies & Interests > Sports Interests > NHL,targus,10.39,3.34,6.9,57,0
Oracle Country-Specific Audiences > United Kingdom > Consumer Technology,bluekai,10.36,3.34,4.65,108,0
Interest > Business & Finance > Finance & Investing > Online Banking,bluekai,10.35,3.34,4.02,220,12523000
Branded Data > VisaVue Audiences powered by DLX > Travel > Hotel: Luxury: Frequent Spenders,bluekai,10.35,3.34,4.25,32,1133000
UK > Reach > In-Market > Travel,addthis,10.31,3.33,1.8,20,0
Intent > Travel > Travel - Destination > Travel - Destination - North America > Travel - Destination - North America - Colorado,exelate,10.28,3.33,1.48,10,1
Intent > Auto - Buyers > Car Categories > Coupe,eyeota,10.27,3.33,2.76,13,0
Intent > Auto - Buyers > Car Makes > Audi,eyeota,10.27,3.33,2.76,13,0
Intent > Auto - Buyers > Car Makes > Citroen,eyeota,10.27,3.33,2.76,13,0
Interest  > Auto Owners,eyeota,10.22,3.32,6.29,53,0
Location > Country > Singapore,visualdna,10.22,3.32,1.64,22,0
"Branded Data > IXI > Economic Cohorts > $100-$200K Income, Age: Pre-Retirement (55-64), Planners and Savers - Urban Singles and Couples: K58",bluekai,10.21,3.32,12.12,57,10072400
Demographic > Optimized > Male 40-44 > Confident,DataAlliance,10.21,3.32,1.97,48,0
Intent > Auto - Buyers > Car Makes > Renault,eyeota,10.21,3.32,2.76,13,0
Lifestyles > Trendy Homemakers,bluekai,10.2,3.32,3.19,87,34060400
Intent > Auto - Buyers > Car Makes > Peugot,eyeota,10.2,3.32,2.76,13,0
Branded Data > IRI > Baby > Diapers,bluekai,10.18,3.32,3.88,44,15875400
Nielsen > PRIZM > Baby Boomers,exelate,10.15,3.32,5.16,132,0
singapore > sports,lotame,10.05,3.31,2.86,263,0
Interest > Animals,bluekai,10.04,3.31,3.31,35,210496400
US > Premium > Shoppers In-Market > By Interest Vertical > Technology,addthis,10.01,3.3,1.79,33,0
International Audiences > LEN UK > United Kingdom Business > Small Business Professionals,lotame,9.95,3.3,2.44,116,0
Interest  > Auto Enthusiasts,eyeota,9.94,3.3,4.61,619,0
US > Premium > Political >  Issues > Homeland Security,addthis,9.94,3.3,1.77,38,0
singapore > movies,lotame,9.9,3.29,1.22,167,0
Interest  > Sports > Cycling,eyeota,9.89,3.29,4.15,327,0
Audience - Interests > Sports > Baseball > High Confidence,DataAlliance,9.84,3.29,4.94,24,0
Intent > Auto- Buyers > Style > - Compact,exelate,9.83,3.29,2.14,121,1
World Region - Australia > Interests > Health > Extreme Confidence,DataAlliance,9.83,3.29,1.32,14,0
Intent > Auto - Buyers > Car Makes > Fiat,eyeota,9.81,3.28,2.82,14,0
Branded Data > Infogroup > Consumer > Demographics > Age > Declared > 25-34,bluekai,9.79,3.28,3.2,101,63487680
US > Premium > Telecommunications > Brand > Comcast,addthis,9.78,3.28,2.79,30,0
US > Premium > Travel > Travel Enthusiast > Business Travel,addthis,9.77,3.28,1.5,59,0
Salary.com > Careers > Salary.com All Visitors,krux,9.74,3.28,3.39,30,0
Audience - Interests > Sports > Colleges & Universities > High Confidence,DataAlliance,9.74,3.28,1.47,4,0
Audience - Interests > Sports > College Life > High Confidence,DataAlliance,9.72,3.27,1.49,4,0
Intent > Travel > Travel - Destination > Travel - Departure - North America > Travel - Departure - North America - US - Denver-DEN,exelate,9.71,3.27,1.74,10,1
Oracle Country-Specific Audiences > United Kingdom,bluekai,9.66,3.27,4.65,116,0
Intent > Auto - Buyers > Car Makes > Volkswagen,eyeota,9.66,3.27,2.95,15,0
interests > travel > business travel > extreme,DataAlliance,9.59,3.26,2.59,218,0
singapore > fashion & beauty,lotame,9.58,3.26,1.85,178,0
Business > Finance Professionals,lotame,9.58,3.26,2.24,70,0
B2B > Industries & Occupations > Sales,bluekai,9.5,3.25,4.39,31,82587600
US > Premium > Retail >  Beauty and Cosmetics >  Haircare,addthis,9.45,3.25,3.42,17,0
StartUp_Singapore,DataAlliance,9.41,3.24,1.81,349,1
[amobee targets],amobee,9.33,3.23,4.32,757,0
US > Premium > Gaming >  Gaming Enthusiasts >  Gamers,addthis,9.33,3.23,5.95,215,0
DE > Interest > Sports,semasio,9.32,3.23,11.85,49,0
australia > video games,lotame,9.28,3.23,4.08,199,0
Products & Services Propensities > Professional Basketball Fans - Propensity ,alliant,9.28,3.23,3.81,24,0
In-Market > Retail > Sports Equipment & Outdoor Gear,bluekai,9.26,3.23,2.32,96,13864800
Custom Segment > Yelp > Custom > European Wax > Hair Removal (Cookie),datastore,9.25,3.22,9.76,30,0
Interest > Hobbies > Hobbies - Nightlife,exelate,9.24,3.22,7.73,96,1
australia > travel,lotame,9.22,3.22,4.25,868,0
Business to Business (B2B) > Seniority > Board Members,lotame,9.22,3.22,8.74,219,0
Intent > Auto - Buyers > Car Makes > Jeep,eyeota,9.22,3.22,2.81,15,0
International Segments > Canada > Parents of Toddlers,lotame,9.21,3.22,5.96,56,0
Audience - Interests > Sports > Baseball > Extreme Confidence,DataAlliance,9.19,3.22,4.17,22,0
Intent > Auto - Buyers > Car Makes > Ford,eyeota,9.18,3.22,2.73,14,0
interests > news > world news > affinity,DataAlliance,9.16,3.21,10.35,87,0
singapore > video games,lotame,9.11,3.21,0.59,72,0
Interest > News & Current Events > News > Business News,bluekai,9.1,3.21,4.07,159,10200200
ownership > cell phones > android > strong affinity,DataAlliance,9.1,3.21,5.19,16,0
singapore > television,lotame,9.09,3.21,0.52,66,0
singapore > online shopping,lotame,9.09,3.21,0.49,39,0
AudiencePredictor > 531_BANG_MN_Frys_1002550 | x2zeij6 > High Value User Lookalike > 10002,ttdeskpat,9.08,3.21,1.81,257,0
B2B > Industries & Occupations > Health Care > Support,bluekai,9.06,3.2,0.89,5,4216000
US > Premium > Technology > Computers > Tech Blogs,addthis,9.05,3.2,2.12,201,0
purchase intent > health > extreme,DataAlliance,9.04,3.2,3.35,142,0
Food & Drink > Beverages > Juice,visualdna,8.99,3.2,3.09,116,0
Global > B2B Predictive Signals > Marketing,eyeota,8.98,3.19,6.02,219,0
Interest > Auto - Owners > Auto - Owners - Audi,exelate,8.98,3.19,4.3,32,1
US > Premium > Technology > Social,addthis,8.98,3.19,1.78,25,0
Branded Data > ALC > Wealth Window > Investors > High Net Worth Investor,bluekai,8.95,3.19,4.61,69,7249600
Branded Data > Clearspring > Health > Health Conditions,bluekai,8.93,3.19,3.43,59,1479000
Business / B2B > Interest > Engineering,eyeota,8.92,3.19,2.49,59,0
Branded Data > Edmunds > Body Type > Diesel,bluekai,8.9,3.19,4.09,22,0
Geographic > IP based > Country > Singapore,bluekai,8.89,3.18,1.65,71,3727400
purchase intent > education > extreme,DataAlliance,8.86,3.18,2.22,29,0
Audience - Interests > News & Politics > Politics > Extreme Confidence,DataAlliance,8.84,3.18,4.41,326,0
Audience - Interests > Business > Extreme Confidence,DataAlliance,8.83,3.18,2.33,276,0
US > Premium > Retail > Shopping > Online Deals,addthis,8.81,3.18,1.99,17,0
Demographics > Career > Real Estate,visualdna,8.75,3.17,2.26,47,0
purchase intent > apparel > womens apparel > affinity,DataAlliance,8.75,3.17,1.29,44,0
AudiencePredictor > FY17 Vail Resorts | 1w9jlj1 > High Value User Lookalike > 10001,ttdeskpat,8.73,3.17,11.67,334,0
US > Premium > Retail >  Apparel >  Womens Fashion and Dress Shoes,addthis,8.69,3.16,1.96,17,0
interests > sports > extreme,DataAlliance,8.65,3.16,2.12,73,0
Intent > Auto - Buyers > Car Makes > BMW,eyeota,8.64,3.16,2.82,16,0
Travel > Interest > Destination > North America,visualdna,8.62,3.15,4.13,60,0
"Demographic > Lifestyle > ""Lifestyle - Net Worth: $1,000,000 +""",exelate,8.61,3.15,2.55,148,1
singapore > games and toys,lotame,8.6,3.15,0.59,76,0
Retail > Retail - Apparel > Retail - Apparel - Charlotte Russe > Retail - Apparel - Charlotte Russe - All Credit/Debit Buyers,exelate,8.6,3.15,3.05,17,0
australia > music,lotame,8.57,3.15,4.37,162,0
Branded Data > TruSignal > Auto > Near Market > Makes > Porsche,bluekai,8.55,3.15,8.34,122,7611400
In-Market > Financial Products & Services > Financial Services > Tax Preparation,bluekai,8.53,3.14,2.82,22,444000
AudiencePredictor > Benihana | vpbag9y > High Value User Lookalike > 10001,ttdeskpat,8.48,3.14,2.18,42,0
australia > social media,lotame,8.47,3.14,3.43,513,0
Branded Data > Neustar AdAdvisor > Demographics > Age > 36-40,bluekai,8.46,3.14,6.22,467,19128000
interests > video games > pc games > affinity,DataAlliance,8.46,3.14,0.72,17,0
Audience - Interests > Travel > Luggage & Travel Accessories > Confident,DataAlliance,8.45,3.13,2.49,34,0
Branded Data > Lotame > Business > IT Professionals,bluekai,8.41,3.13,3.21,29,14471400
Finance > Interest > Loans,visualdna,8.4,3.13,3.64,75,0
Branded Data > Lotame > Healthy Living,bluekai,8.39,3.13,4.09,305,99160200
singapore > food & beverages,lotame,8.39,3.13,0.68,107,0
In-Market > Education > Types > Continuing Education,bluekai,8.37,3.12,5.91,75,252000
UK Experian > Car Type > Upper Medium Car,eyeota,8.36,3.12,6.02,69,0
Demographic > Lifestyle  > Expatriates,eyeota,8.33,3.12,2.45,51,0
Branded Data > TruSignal > Auto > Near Market > Makes > Subaru,bluekai,8.32,3.12,8.32,115,7342400
US > Premium > Political >  Issues > Technology and Infrastructure,addthis,8.28,3.11,2.97,173,0
Branded Data > TruSignal > Auto > Near Market > Models > Cadillac > Escalade ESV,bluekai,8.26,3.11,8.09,207,9968960
Audience - Interests > Sports > College Sports > High Confidence,DataAlliance,8.25,3.11,1.46,5,0
Entertainment & Lifestyle > Goals > Charity,visualdna,8.24,3.11,3.83,103,0
